date_fetched,fetched_at,event_id,ts_start,tourney,surface,p1,p2,wu,wv,bookmaker_id,bookmaker_name,p1_odds,p2_odds,p1_opening,p2_opening
2026-05-05,2026-05-05T05:52:39Z,xGgGrHVP,1777968000,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Tomljanovic A.,Jeanjean L.,tomljanovic-ajla,jeanjean-leolia,851,BetMGM.us,1.62,2.2,1.62,2.2
2026-05-05,2026-05-05T05:52:39Z,AHqw3foA,1777973400,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Basiletti N.,Snigur D.,basiletti-noemi,snigur-daria,851,BetMGM.us,4.5,1.18,4.33,1.19
2026-05-05,2026-05-05T05:52:39Z,fLsDwCyG,1777973400,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Tagger L.,Korneeva A.,tagger-lilli,korneeva-alina,851,BetMGM.us,1.28,3.5,1.36,2.95
2026-05-05,2026-05-05T05:52:39Z,6XUKDytn,1777973400,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Yuan Y.,Waltert S.,yuan-yue-1998,waltert-simona,851,BetMGM.us,2.4,1.53,2.4,1.53
2026-05-05,2026-05-05T05:52:39Z,GIAa99yf,1777978800,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Kalinina A.,Volynets K.,kalinina-anhelina,volynets-katie,851,BetMGM.us,1.53,2.4,1.6,2.25
2026-05-05,2026-05-05T05:52:39Z,d8prLLhd,1777978800,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Sherif M.,Korpatsch T.,sherif-mayar,korpatsch-tamara,851,BetMGM.us,1.83,1.91,1.87,1.87
2026-05-05,2026-05-05T05:52:39Z,hzxhhB1e,1777978800,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Urgesi F.,Erjavec V.,urgesi-federica,erjavec-veronika,851,BetMGM.us,3.7,1.25,3.5,1.28
2026-05-05,2026-05-05T05:52:39Z,bFZjegzQ,1777984200,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Teichmann J.,Masarova R.,teichmann-jil,masarova-rebeka,851,BetMGM.us,2.6,1.45,2.45,1.5
2026-05-05,2026-05-05T05:52:39Z,nLaz49SQ,1777984200,"WTA - SINGLES: Rome (Italy) - Qualification, clay",clay,Townsend T.,Jimenez Kasintseva V.,townsend-taylor,jimenez-kasintseva-victoria,851,BetMGM.us,1.36,3.0,1.5,2.45
2026-05-06,2026-05-06T06:00:32Z,dSEfx4pQ,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Brooksby J.,Baez S.,brooksby-jenson,baez-sebastian,549,bet365.us,3.5,1.3,3.2,1.36
2026-05-06,2026-05-06T06:00:32Z,dSEfx4pQ,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Brooksby J.,Baez S.,brooksby-jenson,baez-sebastian,851,BetMGM.us,3.8,1.26,3.4,1.3
2026-05-06,2026-05-06T06:00:32Z,nu2tTa7C,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Dzumhur D.,Mannarino A.,dzumhur-damir,mannarino-adrian,549,bet365.us,1.3,3.5,1.44,2.75
2026-05-06,2026-05-06T06:00:32Z,nu2tTa7C,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Dzumhur D.,Mannarino A.,dzumhur-damir,mannarino-adrian,851,BetMGM.us,1.28,3.6,1.2,4.33
2026-05-06,2026-05-06T06:00:32Z,lrLhIrgf,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Marozsan F.,Kopriva V.,marozsan-fabian,kopriva-vit,549,bet365.us,1.57,2.38,1.67,2.2
2026-05-06,2026-05-06T06:00:32Z,lrLhIrgf,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Marozsan F.,Kopriva V.,marozsan-fabian,kopriva-vit,851,BetMGM.us,1.6,2.3,1.83,1.95
2026-05-06,2026-05-06T06:00:32Z,d8O0GMN6,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Zhang Z.,Altmaier D.,zhang-zhizhen,altmaier-daniel,851,BetMGM.us,2.4,1.55,2.18,1.65
2026-05-06,2026-05-06T06:00:32Z,d8O0GMN6,1778058000,"ATP - SINGLES: Rome (Italy), clay",clay,Zhang Z.,Altmaier D.,zhang-zhizhen,altmaier-daniel,549,bet365.us,2.5,1.53,2.2,1.67
2026-05-06,2026-05-06T06:00:32Z,ER3YULx0,1778063400,"ATP - SINGLES: Rome (Italy), clay",clay,Muller A.,Van De Zandschulp B.,muller-alexandre,van-de-zandschulp-botic,851,BetMGM.us,2.18,1.67,2.3,1.6
2026-05-06,2026-05-06T06:00:32Z,ER3YULx0,1778063400,"ATP - SINGLES: Rome (Italy), clay",clay,Muller A.,Van De Zandschulp B.,muller-alexandre,van-de-zandschulp-botic,549,bet365.us,2.2,1.67,2.2,1.67
2026-05-06,2026-05-06T06:00:32Z,f55lRwxP,1778063400,"ATP - SINGLES: Rome (Italy), clay",clay,Trungelliti M.,Svajda Z.,trungelliti-marco,svajda-zachary,549,bet365.us,1.4,3.0,1.5,2.63
2026-05-06,2026-05-06T06:00:32Z,f55lRwxP,1778063400,"ATP - SINGLES: Rome (Italy), clay",clay,Trungelliti M.,Svajda Z.,trungelliti-marco,svajda-zachary,851,BetMGM.us,1.36,3.1,1.5,2.54
2026-05-06,2026-05-06T06:00:32Z,ph3RE9n2,1778063400,"ATP - SINGLES: Rome (Italy), clay",clay,Ugo Carabelli C.,Shevchenko A.,ugo-carabelli-camilo,shevchenko-alexander,851,BetMGM.us,1.44,2.75,1.5,2.54
2026-05-06,2026-05-06T06:00:32Z,ph3RE9n2,1778063400,"ATP - SINGLES: Rome (Italy), clay",clay,Ugo Carabelli C.,Shevchenko A.,ugo-carabelli-camilo,shevchenko-alexander,549,bet365.us,1.44,2.75,1.73,2.1
2026-05-06,2026-05-06T06:00:32Z,0p7v4hYq,1778065200,"ATP - SINGLES: Rome (Italy), clay",clay,Hurkacz H.,Hanfmann Y.,hurkacz-hubert,hanfmann-yannick,549,bet365.us,1.44,2.75,1.44,2.75
2026-05-06,2026-05-06T06:00:32Z,0p7v4hYq,1778065200,"ATP - SINGLES: Rome (Italy), clay",clay,Hurkacz H.,Hanfmann Y.,hurkacz-hubert,hanfmann-yannick,851,BetMGM.us,1.45,2.7,1.44,2.75
2026-05-06,2026-05-06T06:00:32Z,dx0gei3E,1778068800,"ATP - SINGLES: Rome (Italy), clay",clay,Struff J-L.,Comesana F.,struff-jan-lennard,comesana-francisco,549,bet365.us,2.63,1.5,2.2,1.67
2026-05-06,2026-05-06T06:00:32Z,dx0gei3E,1778068800,"ATP - SINGLES: Rome (Italy), clay",clay,Struff J-L.,Comesana F.,struff-jan-lennard,comesana-francisco,851,BetMGM.us,2.54,1.5,2.45,1.53
2026-05-06,2026-05-06T06:00:32Z,4YR8E0hJ,1778070600,"ATP - SINGLES: Rome (Italy), clay",clay,Arnaldi M.,Munar J.,arnaldi-matteo,munar-jaume,851,BetMGM.us,1.65,2.18,1.75,2.05
2026-05-06,2026-05-06T06:00:32Z,4YR8E0hJ,1778070600,"ATP - SINGLES: Rome (Italy), clay",clay,Arnaldi M.,Munar J.,arnaldi-matteo,munar-jaume,549,bet365.us,1.62,2.3,1.91,1.91
2026-05-06,2026-05-06T06:00:32Z,UV77XmB7,1778074200,"ATP - SINGLES: Rome (Italy), clay",clay,Carreno-Busta P.,Tabilo A.,carreno-busta-pablo,tabilo-alejandro,549,bet365.us,2.75,1.44,2.63,1.5
2026-05-06,2026-05-06T06:00:32Z,UV77XmB7,1778074200,"ATP - SINGLES: Rome (Italy), clay",clay,Carreno-Busta P.,Tabilo A.,carreno-busta-pablo,tabilo-alejandro,851,BetMGM.us,2.7,1.45,2.8,1.42
2026-05-06,2026-05-06T06:00:32Z,6krZ7UnK,1778074200,"ATP - SINGLES: Rome (Italy), clay",clay,De Jong J.,Borges N.,de-jong-jesper,borges-nuno,851,BetMGM.us,2.1,1.72,1.95,1.83
2026-05-06,2026-05-06T06:00:32Z,6krZ7UnK,1778074200,"ATP - SINGLES: Rome (Italy), clay",clay,De Jong J.,Borges N.,de-jong-jesper,borges-nuno,549,bet365.us,2.0,1.8,2.2,1.67
2026-05-06,2026-05-06T06:00:32Z,b5lXm9el,1778074200,"ATP - SINGLES: Rome (Italy), clay",clay,Vukic A.,Kypson P.,vukic-aleksandar,kypson-patrick,549,bet365.us,3.5,1.3,3.5,1.3
2026-05-06,2026-05-06T06:00:32Z,b5lXm9el,1778074200,"ATP - SINGLES: Rome (Italy), clay",clay,Vukic A.,Kypson P.,vukic-aleksandar,kypson-patrick,851,BetMGM.us,3.7,1.26,3.4,1.3
2026-05-06,2026-05-06T06:00:32Z,2Z21gVXQ,1778079600,"ATP - SINGLES: Rome (Italy), clay",clay,Fearnley J.,Mpetshi Perricard G.,fearnley-jacob,mpetshi-perricard-giovanni,851,BetMGM.us,1.5,2.54,1.5,2.54
2026-05-06,2026-05-06T06:00:32Z,2Z21gVXQ,1778079600,"ATP - SINGLES: Rome (Italy), clay",clay,Fearnley J.,Mpetshi Perricard G.,fearnley-jacob,mpetshi-perricard-giovanni,549,bet365.us,1.5,2.63,1.8,2.0
2026-05-06,2026-05-06T06:00:32Z,dI9aZ9te,1778079600,"ATP - SINGLES: Rome (Italy), clay",clay,Fucsovics M.,Prizmic D.,fucsovics-marton,prizmic-dino,851,BetMGM.us,3.25,1.33,3.25,1.33
2026-05-06,2026-05-06T06:00:32Z,dI9aZ9te,1778079600,"ATP - SINGLES: Rome (Italy), clay",clay,Fucsovics M.,Prizmic D.,fucsovics-marton,prizmic-dino,549,bet365.us,3.4,1.33,3.0,1.4
2026-05-06,2026-05-06T06:00:32Z,GUMpK4Os,1778092200,"ATP - SINGLES: Rome (Italy), clay",clay,Cina F.,Blockx A.,cina-federico,blockx-alexander,549,bet365.us,3.75,1.29,4.5,1.2
2026-05-06,2026-05-06T06:00:32Z,GUMpK4Os,1778092200,"ATP - SINGLES: Rome (Italy), clay",clay,Cina F.,Blockx A.,cina-federico,blockx-alexander,851,BetMGM.us,3.9,1.24,4.75,1.18
2026-05-06,2026-05-06T06:00:32Z,jHxTEuCL,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Eala A.,Frech M.,eala-alexandra,frech-magdalena,851,BetMGM.us,1.78,2.0,1.78,2.0
2026-05-06,2026-05-06T06:00:32Z,jHxTEuCL,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Eala A.,Frech M.,eala-alexandra,frech-magdalena,549,bet365.us,1.8,2.0,1.73,2.1
2026-05-06,2026-05-06T06:00:32Z,b3qsnjxI,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Linette M.,Maria T.,linette-magda,maria-tatjana,549,bet365.us,1.3,3.5,1.36,3.2
2026-05-06,2026-05-06T06:00:32Z,b3qsnjxI,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Linette M.,Maria T.,linette-magda,maria-tatjana,851,BetMGM.us,1.3,3.4,1.33,3.25
2026-05-06,2026-05-06T06:00:32Z,xz0Gm3DM,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Stefanini L.,Ostapenko J.,stefanini-lucrezia,ostapenko-jelena,851,BetMGM.us,7.75,1.07,8.75,1.06
2026-05-06,2026-05-06T06:00:32Z,xz0Gm3DM,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Stefanini L.,Ostapenko J.,stefanini-lucrezia,ostapenko-jelena,549,bet365.us,9.0,1.07,6.0,1.13
2026-05-06,2026-05-06T06:00:32Z,GOT428As,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Udvardy P.,Korneeva A.,udvardy-panna,korneeva-alina,851,BetMGM.us,1.62,2.25,1.62,2.25
2026-05-06,2026-05-06T06:00:32Z,GOT428As,1778058000,"WTA - SINGLES: Rome (Italy), clay",clay,Udvardy P.,Korneeva A.,udvardy-panna,korneeva-alina,549,bet365.us,1.73,2.1,1.53,2.5
2026-05-06,2026-05-06T06:00:32Z,KCUiDPOa,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Golubic V.,Urgesi F.,golubic-viktorija,urgesi-federica,851,BetMGM.us,1.42,2.85,1.4,2.95
2026-05-06,2026-05-06T06:00:32Z,KCUiDPOa,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Golubic V.,Urgesi F.,golubic-viktorija,urgesi-federica,549,bet365.us,1.4,3.0,1.4,3.0
2026-05-06,2026-05-06T06:00:32Z,SxYaB3gC,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Jeanjean L.,Haddad Maia B.,jeanjean-leolia,haddad-maia-beatriz,851,BetMGM.us,1.72,2.1,1.75,2.05
2026-05-06,2026-05-06T06:00:32Z,SxYaB3gC,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Jeanjean L.,Haddad Maia B.,jeanjean-leolia,haddad-maia-beatriz,549,bet365.us,1.73,2.1,1.62,2.3
2026-05-06,2026-05-06T06:00:32Z,n9onrsyp,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Pigato L.,Grant T. C.,pigato-lisa,grant-tyra-caterina,851,BetMGM.us,1.9,1.87,1.9,1.87
2026-05-06,2026-05-06T06:00:32Z,n9onrsyp,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Pigato L.,Grant T. C.,pigato-lisa,grant-tyra-caterina,549,bet365.us,1.91,1.91,1.91,1.91
2026-05-06,2026-05-06T06:00:32Z,GOmfyZNa,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Siniakova K.,Boisson L.,siniakova-katerina,boisson-lois,851,BetMGM.us,1.3,3.4,1.28,3.6
2026-05-06,2026-05-06T06:00:32Z,GOmfyZNa,1778063400,"WTA - SINGLES: Rome (Italy), clay",clay,Siniakova K.,Boisson L.,siniakova-katerina,boisson-lois,549,bet365.us,1.3,3.5,1.36,3.2
2026-05-06,2026-05-06T06:00:32Z,Uk6ETsMj,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Putintseva Y.,Valentova T.,putintseva-yulia,valentova-tereza,851,BetMGM.us,2.15,1.67,2.15,1.67
2026-05-06,2026-05-06T06:00:32Z,Uk6ETsMj,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Putintseva Y.,Valentova T.,putintseva-yulia,valentova-tereza,549,bet365.us,2.2,1.67,2.2,1.67
2026-05-06,2026-05-06T06:00:32Z,8GR67c4e,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Siegemund L.,Bejlek S.,siegemund-laura,bejlek-sara,549,bet365.us,2.5,1.53,2.38,1.57
2026-05-06,2026-05-06T06:00:32Z,8GR67c4e,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Siegemund L.,Bejlek S.,siegemund-laura,bejlek-sara,851,BetMGM.us,2.45,1.53,2.35,1.57
2026-05-06,2026-05-06T06:00:32Z,GGuEK7WP,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Sierra S.,Korpatsch T.,sierra-solana,korpatsch-tamara,851,BetMGM.us,1.75,2.05,1.75,2.05
2026-05-06,2026-05-06T06:00:32Z,GGuEK7WP,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Sierra S.,Korpatsch T.,sierra-solana,korpatsch-tamara,549,bet365.us,1.8,2.0,1.91,1.91
2026-05-06,2026-05-06T06:00:32Z,n1ce0tcS,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Stearns P.,Tjen J.,stearns-peyton,tjen-janice,549,bet365.us,1.44,2.75,1.44,2.75
2026-05-06,2026-05-06T06:00:32Z,n1ce0tcS,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Stearns P.,Tjen J.,stearns-peyton,tjen-janice,851,BetMGM.us,1.44,2.75,1.44,2.75
2026-05-06,2026-05-06T06:00:32Z,U56HTp9t,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Tagger L.,Sakkari M.,tagger-lilli,sakkari-maria,851,BetMGM.us,2.3,1.6,2.4,1.56
2026-05-06,2026-05-06T06:00:32Z,U56HTp9t,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Tagger L.,Sakkari M.,tagger-lilli,sakkari-maria,549,bet365.us,2.3,1.62,2.38,1.57
2026-05-06,2026-05-06T06:00:32Z,CnRqFofm,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Townsend T.,Brancaccio N.,townsend-taylor,brancaccio-nuria,549,bet365.us,1.3,3.5,1.29,3.75
2026-05-06,2026-05-06T06:00:32Z,CnRqFofm,1778068800,"WTA - SINGLES: Rome (Italy), clay",clay,Townsend T.,Brancaccio N.,townsend-taylor,brancaccio-nuria,851,BetMGM.us,1.28,3.6,1.28,3.6
2026-05-06,2026-05-06T06:00:32Z,CSvJif8t,1778074200,"WTA - SINGLES: Rome (Italy), clay",clay,Boulter K.,Lys E.,boulter-katie,lys-eva,851,BetMGM.us,1.6,2.3,1.57,2.35
2026-05-06,2026-05-06T06:00:32Z,CSvJif8t,1778074200,"WTA - SINGLES: Rome (Italy), clay",clay,Boulter K.,Lys E.,boulter-katie,lys-eva,549,bet365.us,1.62,2.3,1.57,2.38
2026-05-06,2026-05-06T06:00:32Z,xW9PROwg,1778074200,"WTA - SINGLES: Rome (Italy), clay",clay,Galfi D.,Potapova A.,galfi-dalma,potapova-anastasia,851,BetMGM.us,2.95,1.4,2.95,1.4
2026-05-06,2026-05-06T06:00:32Z,xW9PROwg,1778074200,"WTA - SINGLES: Rome (Italy), clay",clay,Galfi D.,Potapova A.,galfi-dalma,potapova-anastasia,549,bet365.us,3.2,1.36,3.2,1.36
2026-05-06,2026-05-06T06:00:32Z,0jW79sOO,1778074200,"WTA - SINGLES: Rome (Italy), clay",clay,Starodubtseva Y.,Waltert S.,starodubtsewa-yulia,waltert-simona,851,BetMGM.us,1.7,2.1,1.7,2.1
2026-05-06,2026-05-06T06:00:32Z,0jW79sOO,1778074200,"WTA - SINGLES: Rome (Italy), clay",clay,Starodubtseva Y.,Waltert S.,starodubtsewa-yulia,waltert-simona,549,bet365.us,1.62,2.3,1.62,2.3
2026-05-06,2026-05-06T06:00:32Z,OlXC0nuf,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,Basiletti N.,Tomljanovic A.,basiletti-noemi,tomljanovic-ajla,549,bet365.us,4.33,1.22,4.33,1.22
2026-05-06,2026-05-06T06:00:32Z,OlXC0nuf,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,Basiletti N.,Tomljanovic A.,basiletti-noemi,tomljanovic-ajla,851,BetMGM.us,4.2,1.22,4.2,1.22
2026-05-06,2026-05-06T06:00:32Z,lxn2ZChC,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,McNally C.,Kasatkina D.,mcnally-caty,kasatkina-daria,851,BetMGM.us,1.98,1.8,1.87,1.9
2026-05-06,2026-05-06T06:00:32Z,lxn2ZChC,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,McNally C.,Kasatkina D.,mcnally-caty,kasatkina-daria,549,bet365.us,2.0,1.8,1.91,1.91
2026-05-06,2026-05-06T06:00:32Z,fZlftL5d,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,Pliskova Ka.,Bouzas Maneiro J.,pliskova-karolina,bouzas-maneiro-jessica,549,bet365.us,1.62,2.3,1.62,2.3
2026-05-06,2026-05-06T06:00:32Z,fZlftL5d,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,Pliskova Ka.,Bouzas Maneiro J.,pliskova-karolina,bouzas-maneiro-jessica,851,BetMGM.us,1.53,2.45,1.67,2.15
2026-05-06,2026-05-06T06:00:32Z,4SYSd4vJ,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,Selekhmeteva O.,Masarova R.,selekhmeteva-oksana,masarova-rebeka,851,BetMGM.us,2.2,1.65,2.05,1.75
2026-05-06,2026-05-06T06:00:32Z,4SYSd4vJ,1778079600,"WTA - SINGLES: Rome (Italy), clay",clay,Selekhmeteva O.,Masarova R.,selekhmeteva-oksana,masarova-rebeka,549,bet365.us,2.1,1.73,2.1,1.73
2026-05-06,2026-05-06T06:00:32Z,d2VKbQ96,1778086800,"WTA - SINGLES: Rome (Italy), clay",clay,Cocciaretto E.,Kraus S.,cocciaretto-elisabetta,kraus-sinja,549,bet365.us,1.57,2.38,1.57,2.38
2026-05-06,2026-05-06T06:00:32Z,d2VKbQ96,1778086800,"WTA - SINGLES: Rome (Italy), clay",clay,Cocciaretto E.,Kraus S.,cocciaretto-elisabetta,kraus-sinja,851,BetMGM.us,1.6,2.3,1.6,2.3
2026-05-07,2026-05-07T06:01:30Z,IiUKgvS9,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Basilashvili N.,Merida Aguilar D.,basilashvili-nikoloz,daniel-merida-aguilar,851,BetMGM.us,2.35,1.57,2.3,1.6
2026-05-07,2026-05-07T06:01:30Z,IiUKgvS9,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Basilashvili N.,Merida Aguilar D.,basilashvili-nikoloz,daniel-merida-aguilar,549,bet365.us,2.3,1.62,2.3,1.62
2026-05-07,2026-05-07T06:01:30Z,610QWs8m,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Bergs Z.,Atmane T.,bergs-zizou,atmane-terence,549,bet365.us,1.73,2.1,1.62,2.3
2026-05-07,2026-05-07T06:01:30Z,610QWs8m,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Bergs Z.,Atmane T.,bergs-zizou,atmane-terence,851,BetMGM.us,1.75,2.05,1.62,2.25
2026-05-07,2026-05-07T06:01:30Z,zH2YPZf3,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Popyrin A.,Berrettini M.,popyrin-alexei,berrettini-matteo,549,bet365.us,2.75,1.44,3.0,1.4
2026-05-07,2026-05-07T06:01:30Z,zH2YPZf3,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Popyrin A.,Berrettini M.,popyrin-alexei,berrettini-matteo,851,BetMGM.us,2.6,1.48,2.75,1.44
2026-05-07,2026-05-07T06:01:30Z,lh6iyWBr,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Svrcina D.,Kecmanovic M.,svrcina-dalibor,kecmanovic-miomir,851,BetMGM.us,1.98,1.8,1.9,1.9
2026-05-07,2026-05-07T06:01:30Z,lh6iyWBr,1778144400,"ATP - SINGLES: Rome (Italy), clay",clay,Svrcina D.,Kecmanovic M.,svrcina-dalibor,kecmanovic-miomir,549,bet365.us,1.91,1.91,2.0,1.8
2026-05-07,2026-05-07T06:01:30Z,GUMpK4Os,1778149800,"ATP - SINGLES: Rome (Italy), clay",clay,Cina F.,Blockx A.,cina-federico,blockx-alexander,851,BetMGM.us,4.25,1.21,4.75,1.18
2026-05-07,2026-05-07T06:01:30Z,GUMpK4Os,1778149800,"ATP - SINGLES: Rome (Italy), clay",clay,Cina F.,Blockx A.,cina-federico,blockx-alexander,549,bet365.us,4.33,1.22,4.5,1.2
2026-05-07,2026-05-07T06:01:30Z,8U0tODPF,1778149800,"ATP - SINGLES: Rome (Italy), clay",clay,Giron M.,Cilic M.,giron-marcos,cilic-marin,549,bet365.us,2.3,1.62,2.5,1.53
2026-05-07,2026-05-07T06:01:30Z,8U0tODPF,1778149800,"ATP - SINGLES: Rome (Italy), clay",clay,Giron M.,Cilic M.,giron-marcos,cilic-marin,851,BetMGM.us,2.25,1.62,2.3,1.6
2026-05-07,2026-05-07T06:01:30Z,8AAn2W2d,1778153400,"ATP - SINGLES: Rome (Italy), clay",clay,Burruchaga R. A.,Bellucci M.,burruchaga-roman-andres,bellucci-mattia,549,bet365.us,1.4,3.0,1.5,2.63
2026-05-07,2026-05-07T06:01:30Z,8AAn2W2d,1778153400,"ATP - SINGLES: Rome (Italy), clay",clay,Burruchaga R. A.,Bellucci M.,burruchaga-roman-andres,bellucci-mattia,851,BetMGM.us,1.4,2.9,1.42,2.8
2026-05-07,2026-05-07T06:01:30Z,Cv5JGVHk,1778155200,"ATP - SINGLES: Rome (Italy), clay",clay,Bautista-Agut R.,Maestrelli F.,bautista-agut-roberto,maestrelli-francesco,851,BetMGM.us,1.53,2.45,1.65,2.2
2026-05-07,2026-05-07T06:01:30Z,Cv5JGVHk,1778155200,"ATP - SINGLES: Rome (Italy), clay",clay,Bautista-Agut R.,Maestrelli F.,bautista-agut-roberto,maestrelli-francesco,549,bet365.us,1.5,2.63,1.62,2.3
2026-05-07,2026-05-07T06:01:30Z,pvWCe0cc,1778157000,"ATP - SINGLES: Rome (Italy), clay",clay,Quinn E.,Llamas Ruiz P.,quinn-ethan,llamas-ruiz-pablo,851,BetMGM.us,2.15,1.67,2.15,1.67
2026-05-07,2026-05-07T06:01:30Z,pvWCe0cc,1778157000,"ATP - SINGLES: Rome (Italy), clay",clay,Quinn E.,Llamas Ruiz P.,quinn-ethan,llamas-ruiz-pablo,549,bet365.us,2.2,1.67,1.91,1.91
2026-05-07,2026-05-07T06:01:30Z,UBacosNt,1778158800,"ATP - SINGLES: Rome (Italy), clay",clay,Tsitsipas S.,Machac T.,tsitsipas-stefanos,machac-tomas,549,bet365.us,1.67,2.2,1.67,2.2
2026-05-07,2026-05-07T06:01:30Z,UBacosNt,1778158800,"ATP - SINGLES: Rome (Italy), clay",clay,Tsitsipas S.,Machac T.,tsitsipas-stefanos,machac-tomas,851,BetMGM.us,1.67,2.15,1.65,2.2
2026-05-07,2026-05-07T06:01:30Z,6ViunmQ0,1778160600,"ATP - SINGLES: Rome (Italy), clay",clay,Garin C.,Cerundolo J. M.,garin-cristian,cerundolo-juan-manuel,851,BetMGM.us,1.67,2.15,1.75,2.05
2026-05-07,2026-05-07T06:01:30Z,6ViunmQ0,1778160600,"ATP - SINGLES: Rome (Italy), clay",clay,Garin C.,Cerundolo J. M.,garin-cristian,cerundolo-juan-manuel,549,bet365.us,1.73,2.1,1.67,2.2
2026-05-07,2026-05-07T06:01:30Z,bHI0BztA,1778160600,"ATP - SINGLES: Rome (Italy), clay",clay,Tirante T. A.,Cadenasso G.,tirante-thiago-agustin,cadenasso-gianluca,851,BetMGM.us,1.42,2.85,1.53,2.45
2026-05-07,2026-05-07T06:01:30Z,bHI0BztA,1778160600,"ATP - SINGLES: Rome (Italy), clay",clay,Tirante T. A.,Cadenasso G.,tirante-thiago-agustin,cadenasso-gianluca,549,bet365.us,1.5,2.63,1.44,2.75
2026-05-07,2026-05-07T06:01:30Z,jiFhDdBc,1778164200,"ATP - SINGLES: Rome (Italy), clay",clay,Ofner S.,Michelsen A.,ofner-sebastian,michelsen-alex,851,BetMGM.us,1.57,2.35,1.45,2.7
2026-05-07,2026-05-07T06:01:30Z,jiFhDdBc,1778164200,"ATP - SINGLES: Rome (Italy), clay",clay,Ofner S.,Michelsen A.,ofner-sebastian,michelsen-alex,549,bet365.us,1.57,2.38,1.91,1.91
2026-05-07,2026-05-07T06:01:30Z,tdEmMifS,1778166000,"ATP - SINGLES: Rome (Italy), clay",clay,Medjedovic H.,Royer V.,medjedovic-hamad,royer-valentin,549,bet365.us,1.33,3.4,1.5,2.63
2026-05-07,2026-05-07T06:01:30Z,tdEmMifS,1778166000,"ATP - SINGLES: Rome (Italy), clay",clay,Medjedovic H.,Royer V.,medjedovic-hamad,royer-valentin,851,BetMGM.us,1.3,3.4,1.36,3.1
2026-05-07,2026-05-07T06:01:30Z,CbeDxDv9,1778166000,"ATP - SINGLES: Rome (Italy), clay",clay,Shapovalov D.,Navone M.,shapovalov-denis,navone-mariano,851,BetMGM.us,2.7,1.45,2.54,1.5
2026-05-07,2026-05-07T06:01:30Z,CbeDxDv9,1778166000,"ATP - SINGLES: Rome (Italy), clay",clay,Shapovalov D.,Navone M.,shapovalov-denis,navone-mariano,549,bet365.us,2.75,1.44,2.75,1.44
